timestamp,samples,overlap
2025-10-18 00:43:09,50,0.5703692003683342
2025-10-18 00:44:38,100,0.5775356785286853
2025-10-18 00:45:38,200,0.5942380228738308
2025-10-18 00:46:49,500,0.6027830781425979
2025-10-18 00:48:05,1000,0.6021532323249567
2025-10-18 00:49:25,2000,0.6186634118857046
2025-10-18 00:51:29,5000,0.726212093937151
2025-10-18 00:54:54,10000,0.9815279625303773
2025-10-18 00:59:56,20000,0.9987936971429836
2025-10-18 01:10:42,50000,1.001000952316926
