timestamp,samples,overlap
2025-10-18 00:23:32,50,0.5990874007374645
2025-10-18 00:23:54,100,0.605555405346146
2025-10-18 00:24:32,200,0.6223210143657154
2025-10-18 00:24:56,500,0.637623190817552
2025-10-18 00:25:33,1000,0.6819368951578414
2025-10-18 00:26:10,2000,0.9150941434376167
2025-10-18 00:27:30,5000,0.9909358653452061
2025-10-18 00:29:03,10000,0.9964568817925895
2025-10-18 00:31:16,20000,1.0011862905356412
2025-10-18 00:36:01,50000,1.0010377370095838
