h,overlap,seed,model_file
1.000000e+00,9.999206e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
1.400000e+00,9.998940e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
1.500000e+00,9.998770e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
2.000000e+00,9.997596e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
2.500000e+00,9.996883e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
3.000000e+00,9.995147e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
3.500000e+00,9.996774e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
4.000000e+00,9.998075e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
4.500000e+00,9.998354e-01,43,hyprbm_tfim_3x3_20000_suscept_seed43_20260206_035652.pt
