h,l,s2,s2_err,type
1.3000000000000007,1,0.16906070709228516,0.0016312482759729648,interpolated
1.3000000000000007,2,0.20179932912190754,0.001971516227916011,interpolated
1.3000000000000007,3,0.20777037938435872,0.002148864437392534,interpolated
1.3000000000000007,4,0.2066348393758138,0.0016804457652582411,interpolated
1.3000000000000007,5,0.21597766876220703,0.0016731126586397034,interpolated
1.3000000000000007,6,0.20666739145914714,0.001816439397551011,interpolated
1.3000000000000007,7,0.20608510971069335,0.0020000959656026576,interpolated
1.3000000000000007,8,0.21312570571899414,0.00151845392729184,interpolated
1.3500000000000008,1,0.15206543604532877,0.0011807019689612749,interpolated
1.3500000000000008,2,0.18219130833943684,0.0016896641198181476,interpolated
1.3500000000000008,3,0.1927980105082194,0.0016162602685965716,interpolated
1.3500000000000008,4,0.18795941670735677,0.0018315187204759346,interpolated
1.3500000000000008,5,0.19157142639160157,0.0020800313039084544,interpolated
1.3500000000000008,6,0.1881696065266927,0.0018101915363108476,interpolated
1.3500000000000008,7,0.18550577163696289,0.0018613716994826757,interpolated
1.3500000000000008,8,0.19183149337768554,0.002104767977936284,interpolated
1.4000000000000008,1,0.14012009302775066,0.0014168807069141938,interpolated
1.4000000000000008,2,0.16752936045328776,0.0017912601022686049,interpolated
1.4000000000000008,3,0.17143205006917317,0.0015228613550847655,interpolated
1.4000000000000008,4,0.16786489486694336,0.0016911851316218523,interpolated
1.4000000000000008,5,0.1734302838643392,0.0017629460050017742,interpolated
1.4000000000000008,6,0.17080856959025065,0.0019074681549788803,interpolated
1.4000000000000008,7,0.16829751332600912,0.001625860279314066,interpolated
1.4000000000000008,8,0.17619428634643555,0.0018489257179847406,interpolated
1.4500000000000008,1,0.1304272969563802,0.0012706988053360828,interpolated
1.4500000000000008,2,0.15435606638590496,0.0015228587267322599,interpolated
1.4500000000000008,3,0.15855731964111328,0.001476545830658683,interpolated
1.4500000000000008,4,0.15433181126912435,0.0016839295659938874,interpolated
1.4500000000000008,5,0.1610401471455892,0.0016794560309604577,interpolated
1.4500000000000008,6,0.1608541170756022,0.0017972279886815535,interpolated
1.4500000000000008,7,0.15536174774169922,0.0017462917909551385,interpolated
1.4500000000000008,8,0.15829553604125976,0.0014610112385628163,interpolated
1.5,1,0.12013206481933594,0.0012808181281377638,support
1.5,2,0.1435251235961914,0.001593721393349261,support
1.5,3,0.15012769699096679,0.0014443831834743167,support
1.5,4,0.14076700210571289,0.0012406937214395708,support
1.5,5,0.14694417317708333,0.0015446537167677972,support
1.5,6,0.15348628362019856,0.0014690199957214814,support
1.5,7,0.14491831461588542,0.0013924515617929453,support
1.5,8,0.15178686777750652,0.001338255041274225,support
