rank,state_index,bitstring,target_prob,target_phase,model_phase,delta_phase
1,2,0010,0.25000000001951594,0.1258496060143903,0.1439598305625751,0.018110224548185005
2,4,0100,0.25000000000954803,0.27504847021032824,0.3197557401658835,0.04470726995555507
3,8,1000,0.24999999998891909,-2.184668163873091,-2.190422525833176,-0.005754361960085053
4,1,0001,0.24999999998201683,-1.0102571391087884,-1.0683697443754347,-0.05811260526664608
