rank,state_index,bitstring,target_prob,target_phase,model_phase,delta_phase
1,2,0010,0.25000000001951594,0.1258496060143903,0.1797794689227299,0.053929862908339565
2,4,0100,0.25000000000954803,0.27504847021032824,0.2811067681600181,0.006058297949689706
3,8,1000,0.24999999998891909,-2.184668163873091,-2.2476510513170513,-0.06298288744396041
4,1,0001,0.24999999998201683,-1.0102571391087884,-0.9987055559240134,0.011551583184775005
