rank,state_index,bitstring,target_prob,target_phase,model_phase,delta_phase
1,2,0010,0.25000000001951594,0.1258496060143903,0.18381742657876352,0.05796782056437344
2,4,0100,0.25000000000954803,0.27504847021032824,0.2445515619960816,-0.030496908214246776
3,8,1000,0.24999999998891909,-2.184668163873091,-2.254520307310201,-0.06985214343711021
4,1,0001,0.24999999998201683,-1.0102571391087884,-0.9622242624971145,0.04803287661167399
