h,chiF_overlap,F_neighbor,Neff,Neff_norm,Cnn_conn,Cnn_conn_abs_mean,H_joint_nats,H_single_sum_nats,TC_nats,gap_naive_E1_E0,TC_norm
1.0,0.27664191781795466,0.9999998616790411,3.330588304788486,5.082074439679697e-05,0.9364939322086108,0.9364939322086108,2.026205002901346,11.090354888958831,9.064149886057486,,0.8173002556555874
1.0303030303030303,0.27845840566698143,0.9999998607707972,3.4391157292692127,5.2476741474444774e-05,0.9325186558744132,0.9325186558744132,2.094591328302541,11.090354888959105,8.995763560656563,,0.8111339673730542
1.0606060606060606,0.2803554779440276,0.999999859822261,3.55489428380911,5.424338201613022e-05,0.9284160886447776,0.9284160886447776,2.164324075910704,11.09035488895908,8.926030813048376,,0.8048462743004359
1.0909090909090908,0.28233673132760373,0.9999998588316343,3.6784468294108765,5.6128644247602486e-05,0.9241853837070337,0.9241853837070337,2.23539481795532,11.090354888959123,8.854960071003802,,0.7984379363566856
1.121212121212121,0.28440630028825353,0.9999998577968499,3.8103440751187825,5.8141236497784157e-05,0.91982565033518,0.91982565033518,2.307796412497977,11.090354888959123,8.782558476461146,,0.7919095975192391
1.1515151515151516,0.2865687145359175,0.9999998567156427,3.95120950842653,6.029067243082474e-05,0.9153359496668525,0.9153359496668525,2.3815230265324545,11.090354888959123,8.708831862426669,,0.785261783741172
1.1818181818181819,0.2888292502944978,0.9999998555853749,4.101724920613971,6.258735535604814e-05,0.9107152896968281,0.9107152896968281,2.456570174925841,11.090354888959125,8.633784714033283,,0.7784948994399221
1.2121212121212122,0.29119385347442517,0.9999998544030733,4.2626366192292044,6.504267302290656e-05,0.9059626190891479,0.9059626190891479,2.5329347808125915,11.090354888959125,8.557420108146534,,0.7716092220516564
1.2424242424242424,0.29366942433384224,0.9999998531652878,4.434762421650269,6.766910433426313e-05,0.901076819744433,0.901076819744433,2.6106152575440706,11.090354888959123,8.479739631415052,,0.7646048946420064
1.2727272727272727,0.29626386743863975,0.9999998518680663,4.618999550956768,7.048033982783154e-05,0.8960566977492592,0.8960566977492592,2.6896116172646884,11.090354888959123,8.400743271694434,,0.7574819161159304
1.303030303030303,0.29898635145464425,0.9999998505068243,4.816333568903088,7.349141798253004e-05,0.8909009724954959,0.8909009724954959,2.7699256081343475,11.090354888959125,8.320429280824778,,0.7502401288445769
1.3333333333333335,0.30184748922579274,0.9999998490762554,5.027848510949826,7.671887986678812e-05,0.8856082635919097,0.8856082635919097,2.8515608848037637,11.090354888959123,8.23879400415536,,0.7428792032937914
1.3636363636363638,0.30485960889059527,0.9999998475701956,5.254738416431884,8.01809450749494e-05,0.88017707521725,0.88017707521725,2.93452321587601,11.090354888959123,8.155831673083114,,0.7353986193176342
1.393939393939394,0.30803701300818886,0.9999998459814935,5.498320484961794,8.389771247805472e-05,0.8746057775090879,0.8746057775090879,3.0188207325953123,11.090354888959125,8.071534156363812,,0.7277976437344972
1.4242424242424243,0.31139634248944503,0.9999998443018288,5.760050134911092,8.789138999803302e-05,0.8688925845595007,0.8688925845595007,3.104464222907621,11.090354888959125,7.985890666051503,,0.7200753038121228
1.4545454545454546,0.31495692476291026,0.9999998425215376,6.04153829527584,9.218655846062989e-05,0.8630355285632763,0.8630355285632763,3.191467474912682,11.090354888959126,7.8988874140464445,,0.7122303562990658
1.4848484848484849,0.31874112660368326,0.9999998406294367,6.344571329467177,9.681047560832485e-05,0.857032429653994,0.857032429653994,3.279847673292317,11.090354888959125,7.810507215666807,,0.704261251679373
1.5151515151515151,0.3227748521794638,0.9999998386125739,6.671134071948031,0.0001017934276115117,0.850880860971764,0.850880860971764,3.3696258515353383,11.090354888959125,7.720729037423786,,0.6961660933961697
1.5454545454545454,0.3270879949113237,0.9999998364560025,7.023436560848171,0.00010716913697583268,0.8445781085208997,0.8445781085208997,3.4608274018036833,11.090354888959125,7.629527487155441,,0.6879425918778244
1.5757575757575757,0.3317149470660752,0.9999998341425265,7.403945172410386,0.00011297523761612527,0.8381211254547549,0.8381211254547549,3.5534826424138473,11.090354888959125,7.536872246545277,,0.6795880133690333
1.606060606060606,0.3366951299987875,0.999999831652435,7.815419020042153,0.00011925383026187367,0.8315064804745957,0.8315064804745957,3.6476274412118395,11.090354888959125,7.442727447747285,,0.6710991237220738
1.6363636363636362,0.34207352905823996,0.9999998289632355,8.260952665928661,0.00012605213418470247,0.8247303002192591,0.8247303002192591,3.7433038896316386,11.090354888959125,7.347050999327486,,0.6624721276180042
1.6666666666666667,0.34790125380546044,0.9999998260493731,8.744026430757938,0.00013342325486386013,0.81778820567556,0.81778820567556,3.84056101900258,11.090354888959125,7.2497938699565445,,0.6537026039783446
1.696969696969697,0.35423600985851067,0.9999998228819951,9.26856587344069,0.00014142709157471755,0.8106752429457251,0.8106752429457251,3.939455545494006,11.090354888959125,7.1508993434651185,,0.6447854387945794
1.7272727272727273,0.36114258827879553,0.9999998194287059,9.839012372003344,0.0001501314143677268,0.803385809056348,0.803385809056348,4.040052624293291,11.090354888959126,7.050302264665835,,0.6357147571251018
1.7575757575757576,0.36869318131849127,0.9999998156534093,10.460407177602331,0.00015961314663089494,0.7959135739937511,0.7959135739937511,4.142426585942513,11.090354888959125,6.947928303016612,,0.6264838567008836
