seed,best_fidelity,best_epoch,final_fidelity
0,0.7965599968610777,14,0.5256579916464318
1,0.886103345743055,11,0.46076077385871017
2,0.8889230869424277,11,0.5017061974305658
3,0.11950818509636481,19,0.10779985505632776
4,0.640925418473951,19,0.6406518882800513
5,0.8067551733357563,20,0.8067551733357563
6,0.27195242149358073,16,0.10036087481288067
7,0.6342606971937157,12,0.4001459412388275
8,0.3664857812310314,20,0.3664857812310314
9,0.8652021815471977,13,0.4021057208422648
