seed,best_fidelity,best_epoch,final_fidelity,final_lr_am,final_lr_ph
0,0.8524783208045391,19,0.8449638806438367,0.0038347946504726435,0.029227041990303106
1,0.8691338786704461,13,0.7298701217839905,0.0038347946504726435,0.029227041990303106
2,0.6468741876887648,20,0.6468741876887648,0.0038347946504726435,0.029227041990303106
3,0.10857515506788555,1,0.009262395027390735,0.0038347946504726435,0.029227041990303106
4,0.6450219509735895,20,0.6450219509735895,0.0038347946504726435,0.029227041990303106
