rank,state_index,target_phase,mean_model_phase,std_model_phase,mean_phase_error,std_phase_error
0,8,-2.675729822084168,0.6718473364371217,2.8899605314139416,-0.42233402578646195,1.377381320856353
1,4,-0.9007733583882539,1.2481399116816936,2.7836378566176636,-0.3643608528018868,1.4338860689894746
2,2,0.37360522332779633,-1.5516620863827597,2.744352844862432,0.5880068131612783,1.2463872115483994
3,1,0.39179129592276474,-0.4493655347855636,1.4362026835548094,0.41548023072758894,1.4286782571133791
