rank,state_index,target_phase,mean_model_phase,std_model_phase,mean_phase_error,std_phase_error
0,8,-2.675729822084168,1.9214209156626338,2.1209901268631484,0.82723955343905,1.3675701860112246
1,4,-0.9007733583882539,-0.04680431385324622,1.4647845600246208,-0.4026680169009097,1.3738893420160854
2,2,0.37360522332779633,-0.36574493367775157,1.567040984558566,0.5172869044303694,1.3555477524159614
3,1,0.39179129592276474,-0.5980713852719323,1.2504926170936697,-0.9898626811946969,1.2504926170936699
