h,l,type,s2,seed,model_file
7.000000e-01,5,novel,7.003164e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,6,novel,7.026873e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,7,novel,7.033606e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,8,novel,7.035475e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,1,novel,5.311203e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,2,novel,6.412868e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,3,novel,6.760902e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,4,novel,6.949291e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,5,novel,7.036581e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,6,novel,7.060051e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,7,novel,7.089062e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,8,novel,7.097168e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,1,support,4.955072e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,2,support,6.188431e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,3,support,6.558933e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,4,support,6.808167e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,5,support,6.796122e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,6,support,6.985130e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,7,support,7.032413e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.000000e-01,8,support,7.072029e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,1,novel,4.540977e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,2,novel,5.811691e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,3,novel,6.320324e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,4,novel,6.587124e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,5,novel,6.817932e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,6,novel,6.928215e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,7,novel,7.000284e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
8.500000e-01,8,novel,7.026558e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,1,novel,4.258823e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,2,novel,5.435381e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,3,novel,6.085873e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,4,novel,6.430616e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,5,novel,6.574783e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,6,novel,6.794262e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,7,novel,6.895247e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.000000e-01,8,novel,6.898193e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,1,support,3.803272e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,2,support,4.981766e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,3,support,5.529337e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,4,support,5.961151e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,5,support,6.199932e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,6,support,6.277294e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,7,support,6.457148e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
9.500000e-01,8,support,6.404762e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,1,support,3.461342e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,2,support,4.432335e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,3,support,4.968739e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,4,support,5.306587e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,5,support,5.499983e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,6,support,5.628490e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,7,support,5.723963e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.000000e+00,8,support,5.755653e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,1,support,2.980518e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,2,support,3.795977e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,3,support,4.142208e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,4,support,4.457016e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,5,support,4.657545e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,6,support,4.655190e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,7,support,4.804573e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.050000e+00,8,support,4.947472e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,1,novel,2.673922e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,2,novel,3.299942e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,3,novel,3.595352e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,4,novel,3.805094e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,5,novel,3.954887e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,6,novel,4.061413e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,7,novel,4.029789e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.100000e+00,8,novel,4.134092e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,1,novel,2.353725e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,2,novel,2.926922e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,3,novel,3.151922e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,4,novel,3.198013e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,5,novel,3.306351e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,6,novel,3.309555e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,7,novel,3.298321e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.150000e+00,8,novel,3.457851e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,1,support,2.101955e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,2,support,2.554111e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,3,support,2.660027e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,4,support,2.704353e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,5,support,2.770233e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,6,support,2.804966e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,7,support,2.839241e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.200000e+00,8,support,2.874165e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,1,novel,1.852512e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,2,novel,2.200565e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,3,novel,2.316170e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,4,novel,2.297468e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,5,novel,2.395611e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,6,novel,2.359715e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,7,novel,2.356482e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.250000e+00,8,novel,2.378445e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,1,novel,1.681023e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,2,novel,2.017927e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,3,novel,2.071781e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,4,novel,2.023935e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,5,novel,2.077465e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,6,novel,2.153568e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,7,novel,2.100725e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.300000e+00,8,novel,2.136621e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,1,novel,1.504288e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,2,novel,1.797161e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,3,novel,1.859713e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,4,novel,1.843615e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,5,novel,1.826897e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,6,novel,1.912832e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,7,novel,1.893091e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.350000e+00,8,novel,1.901274e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,1,novel,1.358080e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,2,novel,1.689157e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,3,novel,1.691847e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,4,novel,1.615219e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,5,novel,1.704674e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,6,novel,1.755085e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,7,novel,1.712990e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.400000e+00,8,novel,1.722918e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,1,novel,1.279306e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,2,novel,1.558790e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,3,novel,1.610928e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,4,novel,1.557150e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,5,novel,1.580706e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,6,novel,1.663179e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,7,novel,1.613340e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.450000e+00,8,novel,1.585674e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,1,support,1.161966e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,2,support,1.441841e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,3,support,1.470976e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,4,support,1.348467e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,5,support,1.412363e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,6,support,1.474915e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,7,support,1.454172e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
1.500000e+00,8,support,1.446600e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
