h,l,type,s2,seed,model_file
5.000000e-01,1,support,6.222820e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,2,support,6.825275e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,3,support,6.901131e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,4,support,6.914301e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,5,support,6.914892e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,6,support,6.917200e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,7,support,6.924343e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,8,support,6.918087e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,1,novel,6.056595e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,2,novel,6.801624e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,3,novel,6.913414e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,4,novel,6.925602e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,5,novel,6.915445e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,6,novel,6.918488e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,7,novel,6.923113e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,8,novel,6.924677e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,1,novel,5.951176e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,2,novel,6.787071e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,3,novel,6.927156e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,4,novel,6.963177e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,5,novel,6.968060e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,6,novel,6.969156e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,7,novel,6.976862e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,8,novel,6.976547e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,1,novel,5.668964e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,2,novel,6.643124e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,3,novel,6.872396e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,4,novel,6.926117e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,5,novel,6.938448e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,6,novel,6.940155e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,7,novel,6.955709e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,8,novel,6.956205e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,1,novel,5.510139e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,2,novel,6.578732e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,3,novel,6.833172e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,4,novel,6.979523e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
