h,l,type,s2,seed,model_file
5.000000e-01,1,support,6.287231e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,2,support,6.828709e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,3,support,6.932459e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,4,support,6.951189e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,5,support,6.952839e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,6,support,6.950912e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,7,support,6.950388e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.000000e-01,8,support,6.957970e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,1,novel,6.171074e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,2,novel,6.800671e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,3,novel,6.900196e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,4,novel,6.915979e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,5,novel,6.927452e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,6,novel,6.925316e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,7,novel,6.922407e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
5.500000e-01,8,novel,6.922951e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,1,novel,5.976887e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,2,novel,6.724081e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,3,novel,6.905785e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,4,novel,6.935301e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,5,novel,6.964102e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,6,novel,6.959343e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,7,novel,6.952696e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.000000e-01,8,novel,6.958838e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,1,novel,5.766087e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,2,novel,6.418104e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,3,novel,6.802378e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,4,novel,6.920519e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,5,novel,6.945333e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,6,novel,6.955643e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,7,novel,6.954937e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
6.500000e-01,8,novel,6.949596e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,1,novel,5.588770e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,2,novel,6.640396e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,3,novel,6.942863e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,4,novel,7.020016e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,5,novel,7.024374e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,6,novel,6.998014e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,7,novel,7.082481e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.000000e-01,8,novel,7.097292e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,1,novel,5.369844e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,2,novel,6.478024e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,3,novel,6.902876e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,4,novel,7.014465e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,5,novel,7.087765e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,6,novel,7.122154e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
7.500000e-01,7,novel,7.140217e-01,42,hyprbm_tfim_16_20000_seed42_20260205_212253.pt
