h,l,type,s2,seed,model_file
1.000000e+00,8,support,5.917721e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,1,support,3.116035e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,2,support,3.967209e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,3,support,4.352779e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,4,support,4.672375e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,5,support,4.942570e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,6,support,5.048695e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,7,support,5.073452e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.050000e+00,8,support,5.097771e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,1,novel,2.604904e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,2,novel,3.324890e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,3,novel,3.622322e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,4,novel,3.826218e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,5,novel,4.035454e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,6,novel,4.076910e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,7,novel,4.050989e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.100000e+00,8,novel,4.081306e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,1,novel,2.255592e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,2,novel,2.828875e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,3,novel,3.053236e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,4,novel,3.133125e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,5,novel,3.318272e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,6,novel,3.375759e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,7,novel,3.324432e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.150000e+00,8,novel,3.323822e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,1,support,2.013435e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,2,support,2.513828e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,3,support,2.635956e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,4,support,2.770309e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,5,support,2.844172e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,6,support,2.857742e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,7,support,2.847013e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.200000e+00,8,support,2.864599e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,1,novel,1.793919e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,2,novel,2.227211e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,3,novel,2.313652e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,4,novel,2.394447e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,5,novel,2.440739e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,6,novel,2.427063e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,7,novel,2.350397e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.250000e+00,8,novel,2.470722e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,1,novel,1.667538e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,2,novel,2.000618e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,3,novel,2.044048e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,4,novel,2.111444e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,5,novel,2.213306e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,6,novel,2.181625e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,7,novel,2.148571e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.300000e+00,8,novel,2.208462e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,1,novel,1.546116e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,2,novel,1.811428e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,3,novel,1.824646e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,4,novel,1.909084e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,5,novel,1.987057e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,6,novel,1.929932e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,7,novel,1.959639e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.350000e+00,8,novel,2.001762e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,1,novel,1.386404e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,2,novel,1.671505e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,3,novel,1.644211e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,4,novel,1.718044e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,5,novel,1.748810e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,6,novel,1.753464e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,7,novel,1.781683e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.400000e+00,8,novel,1.752796e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,1,novel,1.279802e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,2,novel,1.553354e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,3,novel,1.549530e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,4,novel,1.565514e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,5,novel,1.582747e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,6,novel,1.572723e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,7,novel,1.601839e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.450000e+00,8,novel,1.575747e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,1,support,1.147995e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,2,support,1.414070e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,3,support,1.397743e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,4,support,1.390533e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,5,support,1.465578e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,6,support,1.421251e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,7,support,1.472044e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
1.500000e+00,8,support,1.450367e-01,43,hyprbm_tfim_16_20000_seed43_20260205_212254.pt
