h,l,s2,s2_err,type
1.2500000000000007,5,0.24075953165690103,0.002077461134221647,interpolated
1.2500000000000007,6,0.23350534439086915,0.002296100642476945,interpolated
1.2500000000000007,7,0.23594945271809895,0.0019387489526710828,interpolated
1.2500000000000007,8,0.24560842514038086,0.0019436409497392098,interpolated
1.3000000000000007,1,0.16684681574503582,0.0017070051980988975,interpolated
1.3000000000000007,2,0.20329656600952148,0.001569486879257998,interpolated
1.3000000000000007,3,0.20905399322509766,0.0019316739900355187,interpolated
1.3000000000000007,4,0.20946823755900065,0.0016888478434355376,interpolated
1.3000000000000007,5,0.21658474604288738,0.0016675133357289098,interpolated
1.3000000000000007,6,0.2074544588724772,0.0015716503337693543,interpolated
1.3000000000000007,7,0.206051762898763,0.0017202138632825068,interpolated
1.3000000000000007,8,0.21326649983723958,0.0013287253666158846,interpolated
1.3500000000000008,1,0.15286652247111002,0.0011052543487136519,interpolated
1.3500000000000008,2,0.18473936716715494,0.0013152465817193378,interpolated
1.3500000000000008,3,0.19130729039510092,0.0014699208524318816,interpolated
1.3500000000000008,4,0.1868414560953776,0.0015991563748267794,interpolated
1.3500000000000008,5,0.19059680302937826,0.0019535245546876373,interpolated
1.3500000000000008,6,0.18953523635864258,0.0015544937634532014,interpolated
1.3500000000000008,7,0.18555679321289062,0.0017673605918640575,interpolated
1.3500000000000008,8,0.18937546412150066,0.0016445211924406107,interpolated
1.4000000000000008,1,0.13671445846557617,0.0016135313192364802,interpolated
1.4000000000000008,2,0.16526660919189454,0.0018484177236848204,interpolated
1.4000000000000008,3,0.17024822235107423,0.0014351064593520503,interpolated
1.4000000000000008,4,0.1651991844177246,0.0018337865880370216,interpolated
1.4000000000000008,5,0.17278849283854167,0.0018262472238872482,interpolated
1.4000000000000008,6,0.1694319725036621,0.0018593729500800257,interpolated
1.4000000000000008,7,0.16680545806884767,0.0019038792898287606,interpolated
1.4000000000000008,8,0.17248977025349935,0.0017721893238265276,interpolated
1.4500000000000008,1,0.12955020268758138,0.0015032580956835639,interpolated
1.4500000000000008,2,0.15499680836995441,0.0014054623879176168,interpolated
1.4500000000000008,3,0.16232840220133463,0.0017026744159199011,interpolated
1.4500000000000008,4,0.153887144724528,0.0018469078744976814,interpolated
1.4500000000000008,5,0.1597009023030599,0.0019813795179374374,interpolated
1.4500000000000008,6,0.15956185658772787,0.001839942370091236,interpolated
1.4500000000000008,7,0.15566994349161783,0.0015881148800257164,interpolated
1.4500000000000008,8,0.16050148010253906,0.0016241144225755092,interpolated
1.5,1,0.12171551386515299,0.0011850547494736525,support
1.5,2,0.14406922658284504,0.0016254309604638959,support
1.5,3,0.14926548004150392,0.0014593963504992596,support
1.5,4,0.14057900110880533,0.0014735159752329227,support
1.5,5,0.14817110697428384,0.0012823094217282996,support
1.5,6,0.1533625284830729,0.0014286469647461515,support
1.5,7,0.14802300135294597,0.0018569226098514898,support
1.5,8,0.15112202962239582,0.0013768020268350443,support
