rank,state_index,bitstring,target_prob,target_phase,model_phase,delta_phase
1,2,0010,0.25000000001951594,0.1258496060143903,0.18652542936058586,0.06067582334619548
2,4,0100,0.25000000000954803,0.27504847021032824,0.23072028823785715,-0.044328181972471015
3,8,1000,0.24999999998891909,-2.184668163873091,-2.248258416075248,-0.06359025220215697
4,1,0001,0.24999999998201683,-1.0102571391087884,-0.9529431684280246,0.05731397068076394
