rank,state_index,bitstring,target_prob,target_phase,model_phase,delta_phase
1,2,0010,0.25000000001951594,0.1258496060143903,0.17353197956464864,0.047682373550258284
2,4,0100,0.25000000000954803,0.27504847021032824,0.2517855587644819,-0.023262911445846246
3,8,1000,0.24999999998891909,-2.184668163873091,-2.260021923987651,-0.07535376011455996
4,1,0001,0.24999999998201683,-1.0102571391087884,-0.9615768196944628,0.04868031941432571
