timestamp,seed,samples,overlap
2026-06-07 23:35:43,2222,50,0.5551999226305624
2026-06-07 23:35:43,2222,100,0.5784660364071222
2026-06-07 23:35:43,2222,200,0.5910539864368098
2026-06-07 23:35:43,2222,500,0.6014972371399081
2026-06-07 23:35:43,2222,1000,0.6059978560233564
2026-06-07 23:35:43,2222,2000,0.6123141445828003
2026-06-07 23:35:43,2222,5000,0.7220688467294377
2026-06-07 23:35:43,2222,10000,0.9827985020768099
2026-06-07 23:35:43,2222,20000,0.9952795679287665
2026-06-07 23:35:43,2222,50000,1.00037746100557
