timestamp,seed,samples,overlap
2026-06-08 01:42:30,2718,50,0.6078803795877374
2026-06-08 01:42:30,2718,100,0.6084785768510169
2026-06-08 01:42:30,2718,200,0.6189514217307164
2026-06-08 01:42:30,2718,500,0.6335248868028205
2026-06-08 01:42:30,2718,1000,0.6831372129505265
2026-06-08 01:42:30,2718,2000,0.9096921264945647
2026-06-08 01:42:30,2718,5000,0.9931534195534254
2026-06-08 01:42:30,2718,10000,0.9975285824810987
2026-06-08 01:42:30,2718,20000,1.0006501817573585
2026-06-08 01:42:30,2718,50000,1.0012181625850456
