timestamp,seed,samples,overlap
2026-06-07 22:37:11,5555,50,0.5615615288842316
2026-06-07 22:37:11,5555,100,0.5856563374652223
2026-06-07 22:37:11,5555,200,0.5946880437536266
2026-06-07 22:37:11,5555,500,0.6066162410886488
2026-06-07 22:37:11,5555,1000,0.6095859423002951
2026-06-07 22:37:11,5555,2000,0.6247009870499837
2026-06-07 22:37:11,5555,5000,0.7099849111347639
2026-06-07 22:37:11,5555,10000,0.9812952333140955
2026-06-07 22:37:11,5555,20000,0.9993245628484307
2026-06-07 22:37:11,5555,50000,1.0023006226156248
