timestamp,seed,samples,overlap
2026-06-08 02:00:36,5555,50,0.6103787840433728
2026-06-08 02:00:36,5555,100,0.6130699004985283
2026-06-08 02:00:36,5555,200,0.6237447031671677
2026-06-08 02:00:36,5555,500,0.646265428723827
2026-06-08 02:00:36,5555,1000,0.6981957271928833
2026-06-08 02:00:36,5555,2000,0.9299420507831044
2026-06-08 02:00:36,5555,5000,0.9916821418148019
2026-06-08 02:00:36,5555,10000,0.9983989981612046
2026-06-08 02:00:36,5555,20000,1.0014439907951613
2026-06-08 02:00:36,5555,50000,1.000804132552062
