rank,state_index,bitstring,target_prob,target_phase,model_phase,delta_phase
1,2,0010,0.25000000001951594,0.1258496060143903,0.16672488041638073,0.040875274401990236
2,4,0100,0.25000000000954803,0.27504847021032824,0.24845023795350027,-0.02659823225682789
3,8,1000,0.24999999998891909,-2.184668163873091,-2.2670575848285837,-0.08238942095549273
4,1,0001,0.24999999998201683,-1.0102571391087884,-0.9366032216161908,0.07365391749259764
