h,l,type,s2,seed,model_file
5.000000e-01,1,support,6.341038e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,2,support,6.773634e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,3,support,6.957874e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,4,support,6.974277e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,5,support,6.982450e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,6,support,6.973076e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,7,support,6.982727e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.000000e-01,8,support,6.978817e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,1,novel,6.374931e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,2,novel,6.906996e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,3,novel,7.038059e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,4,novel,7.032976e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,5,novel,7.053127e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,6,novel,7.050724e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,7,novel,7.059898e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
5.500000e-01,8,novel,7.068291e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,1,novel,5.836372e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,2,novel,6.697083e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,3,novel,6.786022e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,4,novel,6.795177e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,5,novel,6.809607e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,6,novel,6.814899e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,7,novel,6.829824e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.000000e-01,8,novel,6.813736e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,1,novel,5.687666e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,2,novel,6.573200e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,3,novel,6.719418e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,4,novel,6.827068e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,5,novel,6.858349e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,6,novel,6.861963e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,7,novel,6.880560e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
6.500000e-01,8,novel,6.868458e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,1,novel,5.508766e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,2,novel,6.586123e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,3,novel,6.799431e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,4,novel,6.855774e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,5,novel,6.870842e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,6,novel,6.879253e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,7,novel,6.898069e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.000000e-01,8,novel,6.934166e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,1,novel,5.070114e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,2,novel,6.431742e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,3,novel,6.786537e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,4,novel,6.882801e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
7.500000e-01,5,novel,6.971607e-01,44,hyprbm_tfim_16_20000_seed44_20260205_212251.pt
