h,overlap,overlap_err
1.0,0.999909,3.1428932176858305e-05
1.4,0.999896,3.169297153066705e-05
1.5,0.9998760000000001,4.195235392678996e-05
2.0,0.99971,9.380831519648783e-05
2.5,0.9996259999999999,8.720346578228486e-05
3.0,0.9997149999999999,7.367345368432889e-05
3.5,0.999767,5.850925852661269e-05
4.0,0.9996729999999999,8.014570065407164e-05
4.5,0.9997296333312988,8.014570065407164e-05
