timestamp,seed,samples,overlap
2026-06-08 01:36:27,314,50,0.5932436693211884
2026-06-08 01:36:27,314,100,0.6110035115685397
2026-06-08 01:36:27,314,200,0.6215990437721342
2026-06-08 01:36:27,314,500,0.6295785640648562
2026-06-08 01:36:27,314,1000,0.6807413316534777
2026-06-08 01:36:27,314,2000,0.9016572223493475
2026-06-08 01:36:27,314,5000,0.9906111663364296
2026-06-08 01:36:27,314,10000,0.9978246669608539
2026-06-08 01:36:27,314,20000,0.9983708787975321
2026-06-08 01:36:27,314,50000,1.0006427335518577
