timestamp,seed,samples,overlap
2026-06-07 21:10:52,314,50,0.5602566482885747
2026-06-07 21:10:52,314,100,0.5818203337190019
2026-06-07 21:10:52,314,200,0.5931456423166476
2026-06-07 21:10:52,314,500,0.5997020960160315
2026-06-07 21:10:52,314,1000,0.6065166792827019
2026-06-07 21:10:52,314,2000,0.6160461454519078
2026-06-07 21:10:52,314,5000,0.7022502072540389
2026-06-07 21:10:52,314,10000,0.9795305385423254
2026-06-07 21:10:52,314,20000,0.9959663986272748
2026-06-07 21:10:52,314,50000,0.9967776686526837
