timestamp,seed,samples,overlap
2026-06-08 02:47:45,9999,50,0.6123639032682952
2026-06-08 02:47:45,9999,100,0.6183446159989539
2026-06-08 02:47:45,9999,200,0.626797362741221
2026-06-08 02:47:45,9999,500,0.6444563459551526
2026-06-08 02:47:45,9999,1000,0.6813583059203325
2026-06-08 02:47:45,9999,2000,0.9061808715431433
2026-06-08 02:47:45,9999,5000,0.9920649519895018
2026-06-08 02:47:45,9999,10000,0.9962330302382895
2026-06-08 02:47:45,9999,20000,0.9996253095826324
2026-06-08 02:47:45,9999,50000,1.000964246912886
