timestamp,seed,samples,overlap
2026-06-08 00:21:30,9999,50,0.5592014163799567
2026-06-08 00:21:30,9999,100,0.5788630599803095
2026-06-08 00:21:30,9999,200,0.5964409916639198
2026-06-08 00:21:30,9999,500,0.6093295238843385
2026-06-08 00:21:30,9999,1000,0.6139985187378108
2026-06-08 00:21:30,9999,2000,0.6179578873843137
2026-06-08 00:21:30,9999,5000,0.7056661612336358
2026-06-08 00:21:30,9999,10000,0.9810339926788526
2026-06-08 00:21:30,9999,20000,0.9942044147438458
2026-06-08 00:21:30,9999,50000,0.9992192621665433
