timestamp,seed,samples,overlap
2026-06-08 00:06:28,4444,50,0.5628481377540067
2026-06-08 00:06:28,4444,100,0.5842852521081333
2026-06-08 00:06:28,4444,200,0.5941543980958536
2026-06-08 00:06:28,4444,500,0.6018403752601372
2026-06-08 00:06:28,4444,1000,0.6086587365406149
2026-06-08 00:06:28,4444,2000,0.6189622493306515
2026-06-08 00:06:28,4444,5000,0.7158145541496473
2026-06-08 00:06:28,4444,10000,0.9802716568420081
2026-06-08 00:06:28,4444,20000,0.9978478308413073
2026-06-08 00:06:28,4444,50000,1.006468984606844
