timestamp,seed,samples,overlap
2026-06-08 01:54:36,1337,50,0.6057537560087842
2026-06-08 01:54:36,1337,100,0.6117620318484545
2026-06-08 01:54:36,1337,200,0.6251117995253728
2026-06-08 01:54:36,1337,500,0.6402209307639115
2026-06-08 01:54:36,1337,1000,0.690341381413481
2026-06-08 01:54:36,1337,2000,0.9207698678136701
2026-06-08 01:54:36,1337,5000,0.9923495052674908
2026-06-08 01:54:36,1337,10000,0.9964614809249873
2026-06-08 01:54:36,1337,20000,0.9995681032273995
2026-06-08 01:54:36,1337,50000,0.9995673970437485
