timestamp,seed,samples,overlap
2026-06-08 02:42:00,4444,50,0.605985808130069
2026-06-08 02:42:00,4444,100,0.6131827787079109
2026-06-08 02:42:00,4444,200,0.6232605747419756
2026-06-08 02:42:00,4444,500,0.6444028785028961
2026-06-08 02:42:00,4444,1000,0.702985975854875
2026-06-08 02:42:00,4444,2000,0.9331818873630093
2026-06-08 02:42:00,4444,5000,0.9942984323635152
2026-06-08 02:42:00,4444,10000,0.9964253589945692
2026-06-08 02:42:00,4444,20000,1.0013046104239594
2026-06-08 02:42:00,4444,50000,0.9971718912859975
