timestamp,seed,samples,overlap
2026-06-07 20:26:08,2024,50,0.5548119611939175
2026-06-07 20:26:08,2024,100,0.5736196762597775
2026-06-07 20:26:08,2024,200,0.5959623341840193
2026-06-07 20:26:08,2024,500,0.6053748838564488
2026-06-07 20:26:08,2024,1000,0.6103210560709118
2026-06-07 20:26:08,2024,2000,0.616827010539797
2026-06-07 20:26:08,2024,5000,0.7182925880641368
2026-06-07 20:26:08,2024,10000,0.9828440512237451
2026-06-07 20:26:08,2024,20000,0.9982546362130024
2026-06-07 20:26:08,2024,50000,1.0023033025335408
