timestamp,seed,samples,overlap
2026-06-08 02:36:18,3333,50,0.6022283985930775
2026-06-08 02:36:18,3333,100,0.6104817434477942
2026-06-08 02:36:18,3333,200,0.6198463630046998
2026-06-08 02:36:18,3333,500,0.6361988224441534
2026-06-08 02:36:18,3333,1000,0.6886967452410132
2026-06-08 02:36:18,3333,2000,0.9232874349043582
2026-06-08 02:36:18,3333,5000,0.9925605087555047
2026-06-08 02:36:18,3333,10000,0.9989811609170592
2026-06-08 02:36:18,3333,20000,1.0003952705656123
2026-06-08 02:36:18,3333,50000,0.9991467559364701
