timestamp,seed,samples,overlap
2026-06-07 21:45:06,2718,50,0.5507974397119578
2026-06-07 21:45:06,2718,100,0.5788951096118661
2026-06-07 21:45:06,2718,200,0.5956389179688533
2026-06-07 21:45:06,2718,500,0.6049593185340585
2026-06-07 21:45:06,2718,1000,0.6049321910345151
2026-06-07 21:45:06,2718,2000,0.6192702821290913
2026-06-07 21:45:06,2718,5000,0.7016039345009731
2026-06-07 21:45:06,2718,10000,0.9831723695653086
2026-06-07 21:45:06,2718,20000,0.9988763282040011
2026-06-07 21:45:06,2718,50000,1.0034858439659773
