timestamp,seed,samples,overlap
2026-06-08 02:06:36,8080,50,0.6058008098898326
2026-06-08 02:06:36,8080,100,0.6136967302745578
2026-06-08 02:06:36,8080,200,0.6245385311408609
2026-06-08 02:06:36,8080,500,0.6373395011340528
2026-06-08 02:06:36,8080,1000,0.698953196029224
2026-06-08 02:06:36,8080,2000,0.918271187022648
2026-06-08 02:06:36,8080,5000,0.9922950766313652
2026-06-08 02:06:36,8080,10000,0.9984241948416943
2026-06-08 02:06:36,8080,20000,0.9998252869135935
2026-06-08 02:06:36,8080,50000,1.0011810455044017
