timestamp,seed,samples,overlap
2026-06-07 23:09:19,1111,50,0.5503943521677023
2026-06-07 23:09:19,1111,100,0.5792815397514735
2026-06-07 23:09:19,1111,200,0.5984507554813345
2026-06-07 23:09:19,1111,500,0.6002417821906707
2026-06-07 23:09:19,1111,1000,0.6103145779167107
2026-06-07 23:09:19,1111,2000,0.6123351064763978
2026-06-07 23:09:19,1111,5000,0.7028577701433267
2026-06-07 23:09:19,1111,10000,0.9809143169389607
2026-06-07 23:09:19,1111,20000,0.9977569940729138
2026-06-07 23:09:19,1111,50000,1.001547044038963
