timestamp,seed,samples,overlap
2026-06-07 22:01:20,9001,50,0.543299010901457
2026-06-07 22:01:20,9001,100,0.5730094328427137
2026-06-07 22:01:20,9001,200,0.5912425281481916
2026-06-07 22:01:20,9001,500,0.6054212899158791
2026-06-07 22:01:20,9001,1000,0.6103862005822814
2026-06-07 22:01:20,9001,2000,0.6201103940061529
2026-06-07 22:01:20,9001,5000,0.7061504082730947
2026-06-07 22:01:20,9001,10000,0.9785631241807305
2026-06-07 22:01:20,9001,20000,1.000321507020983
2026-06-07 22:01:20,9001,50000,1.0028886127460914
