timestamp,seed,samples,overlap
2026-06-08 01:11:51,1234,50,0.6081354561084066
2026-06-08 01:11:51,1234,100,0.6186228058639214
2026-06-08 01:11:51,1234,200,0.6299866122411177
2026-06-08 01:11:51,1234,500,0.644840210337066
2026-06-08 01:11:51,1234,1000,0.6861268352832479
2026-06-08 01:11:51,1234,2000,0.9037842826970889
2026-06-08 01:11:51,1234,5000,0.9924524029424792
2026-06-08 01:11:51,1234,10000,1.0002743176187043
2026-06-08 01:11:51,1234,20000,0.9999334340146524
2026-06-08 01:11:51,1234,50000,1.0027203077432942
