h,overlap
1.0,0.9998167753219604
1.4,0.9998073577880859
1.5,0.9997735023498535
2.0,0.9994027614593506
2.5,0.9993374943733215
3.0,0.9995430707931519
3.5,0.9997206330299377
4.0,0.9997501969337463
4.5,0.9997296333312988
