h,overlap
1.0,0.9998724460601807
1.1,0.9998650550842285
1.5,0.9996737241744995
2.0,0.9992663860321045
2.5,0.9991560578346252
3.0,0.9994627833366394
3.5,0.9997153878211975
4.0,0.9997925758361816
4.5,0.9997313022613525
